"Tabela 3170 - Pessoas de 10 anos ou mais de idade, com rendimento, Valor do rendimento nominal médio mensal e Valor do rendimento nominal mediano mensal das pessoas de 10 anos ou mais de idade, com rendimento, por sexo, situação do domicílio e grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade, com rendimento (Pessoas)"
"Bairro";"Grupo de idade";"Ano x Sexo x Situação do domicílio"
"Bairro";"Grupo de idade";"2010"
"Bairro";"Grupo de idade";"Total";"Homens";"Mulheres"
"Bairro";"Grupo de idade";"Total";"Total";"Total"
"Sacramenta - Belém (PA)";"30 a 34 anos";"12,94";"7,03";"5,91"
"Sacramenta - Belém (PA)";"35 a 39 anos";"11,87";"6,49";"5,38"
"Sacramenta - Belém (PA)";"40 a 44 anos";"10,89";"5,85";"5,05"
"Sacramenta - Belém (PA)";"45 a 49 anos";"8,82";"4,63";"4,19"
"Sacramenta - Belém (PA)";"50 a 54 anos";"7,32";"4,00";"3,32"
"Sacramenta - Belém (PA)";"55 a 59 anos";"5,67";"2,86";"2,81"
"Sacramenta - Belém (PA)";"60 a 69 anos";"8,54";"3,95";"4,59"
"Sacramenta - Belém (PA)";"70 anos ou mais";"7,27";"2,63";"4,64"
"São Brás - Belém (PA)";"Total";"100,00";"44,60";"55,40"
"São Brás - Belém (PA)";"10 a 14 anos";"0,26";"0,13";"0,13"
"São Brás - Belém (PA)";"15 a 19 anos";"1,71";"0,88";"0,83"
"São Brás - Belém (PA)";"15 a 17 anos";"0,56";"0,24";"0,32"
"São Brás - Belém (PA)";"18 ou 19 anos";"1,15";"0,64";"0,51"
"São Brás - Belém (PA)";"20 a 24 anos";"7,50";"3,51";"3,99"
"São Brás - Belém (PA)";"25 a 29 anos";"10,63";"5,04";"5,59"
"São Brás - Belém (PA)";"30 a 34 anos";"10,32";"5,02";"5,30"
"São Brás - Belém (PA)";"35 a 39 anos";"8,38";"3,83";"4,55"
"São Brás - Belém (PA)";"40 a 44 anos";"9,07";"4,20";"4,88"
"São Brás - Belém (PA)";"45 a 49 anos";"9,78";"4,58";"5,20"
"São Brás - Belém (PA)";"50 a 54 anos";"9,50";"4,25";"5,24"
"São Brás - Belém (PA)";"55 a 59 anos";"8,07";"3,63";"4,44"
"São Brás - Belém (PA)";"60 a 69 anos";"11,77";"5,05";"6,72"
"São Brás - Belém (PA)";"70 anos ou mais";"13,00";"4,48";"8,52"
"Souza - Belém (PA)";"Total";"100,00";"49,75";"50,25"
"Souza - Belém (PA)";"10 a 14 anos";"0,37";"0,19";"0,18"
"Souza - Belém (PA)";"15 a 19 anos";"1,98";"0,91";"1,07"
"Souza - Belém (PA)";"15 a 17 anos";"0,47";"0,22";"0,26"
"Souza - Belém (PA)";"18 ou 19 anos";"1,50";"0,69";"0,81"
"Souza - Belém (PA)";"20 a 24 anos";"9,55";"4,90";"4,64"
"Souza - Belém (PA)";"25 a 29 anos";"13,24";"6,47";"6,77"
"Souza - Belém (PA)";"30 a 34 anos";"11,86";"6,28";"5,58"
"Souza - Belém (PA)";"35 a 39 anos";"11,89";"6,31";"5,58"
"Souza - Belém (PA)";"40 a 44 anos";"10,64";"5,82";"4,82"
"Souza - Belém (PA)";"45 a 49 anos";"10,79";"5,52";"5,27"
"Souza - Belém (PA)";"50 a 54 anos";"8,91";"4,27";"4,64"
"Souza - Belém (PA)";"55 a 59 anos";"5,96";"2,79";"3,17"
"Souza - Belém (PA)";"60 a 69 anos";"7,56";"3,47";"4,09"
"Souza - Belém (PA)";"70 anos ou mais";"7,26";"2,82";"4,44"
"Telégrafo - Belém (PA)";"Total";"100,00";"51,61";"48,39"
"Telégrafo - Belém (PA)";"10 a 14 anos";"0,97";"0,46";"0,51"
"Telégrafo - Belém (PA)";"15 a 19 anos";"2,42";"1,31";"1,11"
"Telégrafo - Belém (PA)";"15 a 17 anos";"1,03";"0,51";"0,52"
"Telégrafo - Belém (PA)";"18 ou 19 anos";"1,39";"0,80";"0,59"
"Telégrafo - Belém (PA)";"20 a 24 anos";"8,30";"4,74";"3,56"
"Telégrafo - Belém (PA)";"25 a 29 anos";"12,20";"6,73";"5,47"
"Telégrafo - Belém (PA)";"30 a 34 anos";"12,20";"6,67";"5,53"
"Telégrafo - Belém (PA)";"35 a 39 anos";"11,69";"6,24";"5,45"
"Telégrafo - Belém (PA)";"40 a 44 anos";"10,52";"5,68";"4,85"
"Telégrafo - Belém (PA)";"45 a 49 anos";"9,20";"5,00";"4,20"
"Telégrafo - Belém (PA)";"50 a 54 anos";"7,88";"4,07";"3,80"
"Telégrafo - Belém (PA)";"55 a 59 anos";"5,99";"3,04";"2,95"
"Telégrafo - Belém (PA)";"60 a 69 anos";"9,26";"4,09";"5,16"
"Telégrafo - Belém (PA)";"70 anos ou mais";"9,37";"3,59";"5,79"
"Montese (Terra Firme) - Belém (PA)";"Total";"100,00";"53,75";"46,25"
"Montese (Terra Firme) - Belém (PA)";"10 a 14 anos";"1,52";"0,79";"0,73"
"Montese (Terra Firme) - Belém (PA)";"15 a 19 anos";"3,67";"2,16";"1,51"
"Montese (Terra Firme) - Belém (PA)";"15 a 17 anos";"1,54";"0,92";"0,63"
"Montese (Terra Firme) - Belém (PA)";"18 ou 19 anos";"2,13";"1,25";"0,88"
"Montese (Terra Firme) - Belém (PA)";"20 a 24 anos";"10,75";"6,20";"4,55"
"Montese (Terra Firme) - Belém (PA)";"25 a 29 anos";"14,56";"8,10";"6,46"
"Montese (Terra Firme) - Belém (PA)";"30 a 34 anos";"14,05";"7,70";"6,34"
"Montese (Terra Firme) - Belém (PA)";"35 a 39 anos";"12,17";"6,55";"5,61"
"Montese (Terra Firme) - Belém (PA)";"40 a 44 anos";"10,27";"5,58";"4,68"
"Montese (Terra Firme) - Belém (PA)";"45 a 49 anos";"8,39";"4,36";"4,03"
"Montese (Terra Firme) - Belém (PA)";"50 a 54 anos";"7,31";"4,04";"3,27"
"Montese (Terra Firme) - Belém (PA)";"55 a 59 anos";"5,32";"2,89";"2,43"
"Montese (Terra Firme) - Belém (PA)";"60 a 69 anos";"7,05";"3,39";"3,66"
"Montese (Terra Firme) - Belém (PA)";"70 anos ou mais";"4,94";"1,97";"2,97"
"Campina - Belém (PA)";"Total";"100,00";"45,68";"54,32"
"Campina - Belém (PA)";"10 a 14 anos";"0,33";"0,13";"0,20"
"Campina - Belém (PA)";"15 a 19 anos";"1,71";"0,66";"1,04"
"Campina - Belém (PA)";"15 a 17 anos";"0,31";"0,18";"0,13"
"Campina - Belém (PA)";"18 ou 19 anos";"1,40";"0,48";"0,92"
"Campina - Belém (PA)";"20 a 24 anos";"8,05";"3,95";"4,10"
"Campina - Belém (PA)";"25 a 29 anos";"11,69";"5,55";"6,14"
"Campina - Belém (PA)";"30 a 34 anos";"9,80";"4,28";"5,53"
"Campina - Belém (PA)";"35 a 39 anos";"9,75";"4,74";"5,02"
"Campina - Belém (PA)";"40 a 44 anos";"9,14";"4,43";"4,71"
"Campina - Belém (PA)";"45 a 49 anos";"9,85";"4,84";"5,02"
"Campina - Belém (PA)";"50 a 54 anos";"9,12";"4,61";"4,51"
"Campina - Belém (PA)";"55 a 59 anos";"7,72";"3,28";"4,43"
"Campina - Belém (PA)";"60 a 69 anos";"11,51";"5,14";"6,37"
"Campina - Belém (PA)";"70 anos ou mais";"11,33";"4,07";"7,26"
"Umarizal - Belém (PA)";"Total";"100,00";"46,08";"53,92"
"Umarizal - Belém (PA)";"10 a 14 anos";"0,36";"0,22";"0,14"
"Umarizal - Belém (PA)";"15 a 19 anos";"1,57";"0,75";"0,82"
"Umarizal - Belém (PA)";"15 a 17 anos";"0,43";"0,17";"0,26"
"Umarizal - Belém (PA)";"18 ou 19 anos";"1,15";"0,58";"0,56"
"Umarizal - Belém (PA)";"20 a 24 anos";"7,18";"3,46";"3,72"
"Umarizal - Belém (PA)";"25 a 29 anos";"10,68";"5,23";"5,45"
"Umarizal - Belém (PA)";"30 a 34 anos";"10,04";"4,92";"5,12"
"Umarizal - Belém (PA)";"35 a 39 anos";"9,38";"4,43";"4,95"
"Umarizal - Belém (PA)";"40 a 44 anos";"9,88";"4,73";"5,14"
"Umarizal - Belém (PA)";"45 a 49 anos";"10,23";"5,04";"5,18"
"Umarizal - Belém (PA)";"50 a 54 anos";"9,58";"4,41";"5,17"
"Umarizal - Belém (PA)";"55 a 59 anos";"7,72";"3,66";"4,05"
"Umarizal - Belém (PA)";"60 a 69 anos";"11,24";"4,98";"6,26"
"Umarizal - Belém (PA)";"70 anos ou mais";"12,16";"4,25";"7,91"
"Barreiro - Belém (PA)";"Total";"100,00";"55,68";"44,32"
"Barreiro - Belém (PA)";"10 a 14 anos";"1,24";"0,55";"0,69"
"Barreiro - Belém (PA)";"15 a 19 anos";"4,15";"2,49";"1,66"
"Barreiro - Belém (PA)";"15 a 17 anos";"1,69";"0,90";"0,78"
"Barreiro - Belém (PA)";"18 ou 19 anos";"2,46";"1,58";"0,88"
"Barreiro - Belém (PA)";"20 a 24 anos";"11,16";"6,68";"4,48"
"Barreiro - Belém (PA)";"25 a 29 anos";"15,31";"8,84";"6,47"
"Barreiro - Belém (PA)";"30 a 34 anos";"15,08";"8,54";"6,54"
"Barreiro - Belém (PA)";"35 a 39 anos";"13,37";"7,54";"5,82"
"Barreiro - Belém (PA)";"40 a 44 anos";"10,29";"5,59";"4,69"
"Barreiro - Belém (PA)";"45 a 49 anos";"7,43";"4,01";"3,41"
"Barreiro - Belém (PA)";"50 a 54 anos";"6,09";"3,47";"2,61"
"Barreiro - Belém (PA)";"55 a 59 anos";"4,96";"2,83";"2,14"
"Barreiro - Belém (PA)";"60 a 69 anos";"6,45";"3,35";"3,11"
"Barreiro - Belém (PA)";"70 anos ou mais";"4,47";"1,79";"2,68"
"Maracangalha - Belém (PA)";"Total";"100,00";"53,83";"46,17"
"Maracangalha - Belém (PA)";"10 a 14 anos";"1,44";"0,63";"0,81"
"Maracangalha - Belém (PA)";"15 a 19 anos";"3,24";"1,88";"1,36"
"Maracangalha - Belém (PA)";"15 a 17 anos";"1,40";"0,81";"0,59"
"Maracangalha - Belém (PA)";"18 ou 19 anos";"1,84";"1,07";"0,77"
"Maracangalha - Belém (PA)";"20 a 24 anos";"9,53";"5,46";"4,06"
"Maracangalha - Belém (PA)";"25 a 29 anos";"13,52";"7,69";"5,83"
"Maracangalha - Belém (PA)";"30 a 34 anos";"13,77";"7,44";"6,33"
"Maracangalha - Belém (PA)";"35 a 39 anos";"12,36";"6,94";"5,42"
"Maracangalha - Belém (PA)";"40 a 44 anos";"10,84";"5,77";"5,07"
"Maracangalha - Belém (PA)";"45 a 49 anos";"8,51";"4,56";"3,95"
"Maracangalha - Belém (PA)";"50 a 54 anos";"8,10";"4,66";"3,45"
"Maracangalha - Belém (PA)";"55 a 59 anos";"5,76";"3,01";"2,75"
"Maracangalha - Belém (PA)";"60 a 69 anos";"7,06";"3,40";"3,66"
"Maracangalha - Belém (PA)";"70 anos ou mais";"5,86";"2,38";"3,48"
"Miramar - Belém (PA)";"Total";"100,00";"54,41";"45,59"
"Miramar - Belém (PA)";"10 a 14 anos";"3,45";"1,15";"2,30"
"Miramar - Belém (PA)";"15 a 19 anos";"6,13";"3,45";"2,68"
"Miramar - Belém (PA)";"15 a 17 anos";"3,45";"1,92";"1,53"
"Miramar - Belém (PA)";"18 ou 19 anos";"2,68";"1,53";"1,15"
"Miramar - Belém (PA)";"20 a 24 anos";"7,66";"3,83";"3,83"
"Miramar - Belém (PA)";"25 a 29 anos";"10,73";"4,98";"5,75"
"Miramar - Belém (PA)";"30 a 34 anos";"21,84";"12,26";"9,58"
"Miramar - Belém (PA)";"35 a 39 anos";"12,26";"6,90";"5,36"
"Miramar - Belém (PA)";"40 a 44 anos";"9,20";"5,36";"3,83"
"Miramar - Belém (PA)";"45 a 49 anos";"10,34";"5,36";"4,98"
"Miramar - Belém (PA)";"50 a 54 anos";"6,13";"3,83";"2,30"
"Miramar - Belém (PA)";"55 a 59 anos";"4,60";"2,68";"1,92"
"Miramar - Belém (PA)";"60 a 69 anos";"5,36";"3,45";"1,92"
"Miramar - Belém (PA)";"70 anos ou mais";"2,30";"1,15";"1,15"
"Curió-Utinga - Belém (PA)";"Total";"100,00";"51,70";"48,30"
"Curió-Utinga - Belém (PA)";"10 a 14 anos";"0,91";"0,58";"0,33"
"Curió-Utinga - Belém (PA)";"15 a 19 anos";"2,79";"1,57";"1,22"
"Curió-Utinga - Belém (PA)";"15 a 17 anos";"1,18";"0,67";"0,51"
"Curió-Utinga - Belém (PA)";"18 ou 19 anos";"1,61";"0,90";"0,72"
"Curió-Utinga - Belém (PA)";"20 a 24 anos";"10,10";"5,51";"4,59"
"Curió-Utinga - Belém (PA)";"25 a 29 anos";"13,22";"7,17";"6,04"
"Curió-Utinga - Belém (PA)";"30 a 34 anos";"12,24";"6,60";"5,64"
"Curió-Utinga - Belém (PA)";"35 a 39 anos";"11,77";"6,01";"5,77"
"Curió-Utinga - Belém (PA)";"40 a 44 anos";"10,45";"5,45";"4,99"
"Curió-Utinga - Belém (PA)";"45 a 49 anos";"8,86";"4,61";"4,24"
"Curió-Utinga - Belém (PA)";"50 a 54 anos";"8,04";"4,22";"3,82"
"Curió-Utinga - Belém (PA)";"55 a 59 anos";"6,11";"3,24";"2,87"
"Curió-Utinga - Belém (PA)";"60 a 69 anos";"7,97";"3,53";"4,44"
"Curió-Utinga - Belém (PA)";"70 anos ou mais";"7,54";"3,21";"4,34"
"Val-de-Cães - Belém (PA)";"Total";"100,00";"54,56";"45,44"
"Val-de-Cães - Belém (PA)";"10 a 14 anos";"0,88";"0,47";"0,41"
"Val-de-Cães - Belém (PA)";"15 a 19 anos";"2,09";"0,96";"1,13"
"Val-de-Cães - Belém (PA)";"15 a 17 anos";"0,77";"0,44";"0,33"
"Val-de-Cães - Belém (PA)";"18 ou 19 anos";"1,32";"0,52";"0,80"
"Val-de-Cães - Belém (PA)";"20 a 24 anos";"7,00";"3,76";"3,24"
"Val-de-Cães - Belém (PA)";"25 a 29 anos";"11,72";"6,48";"5,24"
"Val-de-Cães - Belém (PA)";"30 a 34 anos";"12,38";"6,48";"5,90"
"Val-de-Cães - Belém (PA)";"35 a 39 anos";"13,76";"8,29";"5,46"
"Val-de-Cães - Belém (PA)";"40 a 44 anos";"12,88";"7,91";"4,97"
"Val-de-Cães - Belém (PA)";"45 a 49 anos";"10,21";"5,99";"4,23"
"Val-de-Cães - Belém (PA)";"50 a 54 anos";"7,55";"3,71";"3,84"
"Val-de-Cães - Belém (PA)";"55 a 59 anos";"5,02";"2,75";"2,28"
"Val-de-Cães - Belém (PA)";"60 a 69 anos";"8,51";"3,98";"4,53"
"Val-de-Cães - Belém (PA)";"70 anos ou mais";"7,99";"3,79";"4,20"
"Mangueirão - Belém (PA)";"Total";"100,00";"52,84";"47,16"
"Mangueirão - Belém (PA)";"10 a 14 anos";"0,88";"0,47";"0,41"
"Mangueirão - Belém (PA)";"15 a 19 anos";"3,39";"1,81";"1,59"
"Mangueirão - Belém (PA)";"15 a 17 anos";"1,29";"0,62";"0,66"
"Mangueirão - Belém (PA)";"18 ou 19 anos";"2,10";"1,18";"0,92"
"Mangueirão - Belém (PA)";"20 a 24 anos";"10,59";"6,04";"4,55"
"Mangueirão - Belém (PA)";"25 a 29 anos";"13,81";"7,51";"6,31"
"Mangueirão - Belém (PA)";"30 a 34 anos";"13,12";"6,99";"6,13"
"Mangueirão - Belém (PA)";"35 a 39 anos";"12,55";"6,83";"5,72"
"Mangueirão - Belém (PA)";"40 a 44 anos";"11,98";"6,43";"5,55"
"Mangueirão - Belém (PA)";"45 a 49 anos";"9,90";"5,22";"4,68"
"Mangueirão - Belém (PA)";"50 a 54 anos";"7,68";"4,11";"3,57"
"Mangueirão - Belém (PA)";"55 a 59 anos";"5,52";"2,86";"2,67"
"Mangueirão - Belém (PA)";"60 a 69 anos";"6,03";"2,81";"3,23"
"Mangueirão - Belém (PA)";"70 anos ou mais";"4,53";"1,77";"2,76"
"Universitário - Belém (PA)";"Total";"100,00";"62,43";"37,57"
"Universitário - Belém (PA)";"10 a 14 anos";"0,09";"-";"0,09"
"Universitário - Belém (PA)";"15 a 19 anos";"3,04";"2,09";"0,95"
"Universitário - Belém (PA)";"15 a 17 anos";"1,14";"1,14";"-"
"Universitário - Belém (PA)";"18 ou 19 anos";"1,90";"0,95";"0,95"
"Universitário - Belém (PA)";"20 a 24 anos";"11,57";"8,92";"2,66"
"Universitário - Belém (PA)";"25 a 29 anos";"18,22";"11,39";"6,83"
"Universitário - Belém (PA)";"30 a 34 anos";"15,56";"9,77";"5,79"
"Universitário - Belém (PA)";"35 a 39 anos";"15,56";"8,82";"6,74"
"Universitário - Belém (PA)";"40 a 44 anos";"12,71";"7,59";"5,12"
"Universitário - Belém (PA)";"45 a 49 anos";"9,96";"5,88";"4,08"
"Universitário - Belém (PA)";"50 a 54 anos";"6,17";"3,61";"2,56"
"Universitário - Belém (PA)";"55 a 59 anos";"4,08";"2,56";"1,52"
"Universitário - Belém (PA)";"60 a 69 anos";"2,28";"1,33";"0,95"
"Universitário - Belém (PA)";"70 anos ou mais";"0,76";"0,47";"0,28"
"Castanheira - Belém (PA)";"Total";"100,00";"52,50";"47,50"
"Castanheira - Belém (PA)";"10 a 14 anos";"0,77";"0,42";"0,36"
"Castanheira - Belém (PA)";"15 a 19 anos";"2,60";"1,37";"1,22"
"Castanheira - Belém (PA)";"15 a 17 anos";"0,99";"0,48";"0,51"
"Castanheira - Belém (PA)";"18 ou 19 anos";"1,61";"0,90";"0,71"
"Castanheira - Belém (PA)";"20 a 24 anos";"9,85";"5,35";"4,50"
"Castanheira - Belém (PA)";"25 a 29 anos";"13,51";"7,74";"5,77"
"Castanheira - Belém (PA)";"30 a 34 anos";"12,94";"7,04";"5,90"
"Castanheira - Belém (PA)";"35 a 39 anos";"11,74";"6,57";"5,17"
"Castanheira - Belém (PA)";"40 a 44 anos";"9,80";"5,06";"4,74"
"Castanheira - Belém (PA)";"45 a 49 anos";"8,96";"4,84";"4,12"
"Castanheira - Belém (PA)";"50 a 54 anos";"7,27";"3,91";"3,36"
"Castanheira - Belém (PA)";"55 a 59 anos";"5,89";"2,94";"2,95"
"Castanheira - Belém (PA)";"60 a 69 anos";"9,21";"4,24";"4,97"
"Castanheira - Belém (PA)";"70 anos ou mais";"7,45";"3,02";"4,43"
"Guanabara - Belém (PA)";"Total";"100,00";"57,49";"42,51"
"Guanabara - Belém (PA)";"10 a 14 anos";"0,90";"0,45";"0,45"
"Guanabara - Belém (PA)";"15 a 19 anos";"2,99";"1,95";"1,05"
"Guanabara - Belém (PA)";"15 a 17 anos";"1,05";"0,45";"0,60"
"Guanabara - Belém (PA)";"18 ou 19 anos";"1,95";"1,50";"0,45"
"Guanabara - Belém (PA)";"20 a 24 anos";"8,83";"5,69";"3,14"
"Guanabara - Belém (PA)";"25 a 29 anos";"17,07";"11,53";"5,54"
"Guanabara - Belém (PA)";"30 a 34 anos";"14,82";"8,83";"5,99"
"Guanabara - Belém (PA)";"35 a 39 anos";"12,87";"6,74";"6,14"
"Guanabara - Belém (PA)";"40 a 44 anos";"10,18";"6,29";"3,89"
"Guanabara - Belém (PA)";"45 a 49 anos";"4,94";"2,54";"2,40"
"Guanabara - Belém (PA)";"50 a 54 anos";"6,44";"3,59";"2,84"
"Guanabara - Belém (PA)";"55 a 59 anos";"4,94";"2,10";"2,84"
"Guanabara - Belém (PA)";"60 a 69 anos";"8,08";"4,79";"3,29"
"Guanabara - Belém (PA)";"70 anos ou mais";"7,93";"2,99";"4,94"
"Águas Lindas - Belém (PA)";"Total";"100,00";"56,71";"43,29"
"Águas Lindas - Belém (PA)";"10 a 14 anos";"1,50";"0,79";"0,71"
"Águas Lindas - Belém (PA)";"15 a 19 anos";"4,37";"2,70";"1,67"
"Águas Lindas - Belém (PA)";"15 a 17 anos";"1,86";"1,02";"0,84"
"Águas Lindas - Belém (PA)";"18 ou 19 anos";"2,51";"1,68";"0,83"
"Águas Lindas - Belém (PA)";"20 a 24 anos";"11,26";"6,99";"4,26"
"Águas Lindas - Belém (PA)";"25 a 29 anos";"14,95";"9,01";"5,94"
"Águas Lindas - Belém (PA)";"30 a 34 anos";"15,30";"8,58";"6,72"
"Águas Lindas - Belém (PA)";"35 a 39 anos";"14,77";"7,86";"6,91"
"Águas Lindas - Belém (PA)";"40 a 44 anos";"11,22";"6,27";"4,95"
"Águas Lindas - Belém (PA)";"45 a 49 anos";"8,31";"4,81";"3,50"
"Águas Lindas - Belém (PA)";"50 a 54 anos";"6,09";"3,37";"2,71"
"Águas Lindas - Belém (PA)";"55 a 59 anos";"3,59";"2,05";"1,54"
"Águas Lindas - Belém (PA)";"60 a 69 anos";"4,98";"2,57";"2,40"
"Águas Lindas - Belém (PA)";"70 anos ou mais";"3,67";"1,71";"1,96"
"Aurá - Belém (PA)";"Total";"100,00";"54,33";"45,67"
"Aurá - Belém (PA)";"10 a 14 anos";"1,03";"0,57";"0,46"
"Aurá - Belém (PA)";"15 a 19 anos";"5,01";"2,85";"2,16"
"Aurá - Belém (PA)";"15 a 17 anos";"1,94";"1,25";"0,68"
"Aurá - Belém (PA)";"18 ou 19 anos";"3,08";"1,59";"1,48"
"Aurá - Belém (PA)";"20 a 24 anos";"12,41";"7,86";"4,56"
"Aurá - Belém (PA)";"25 a 29 anos";"12,41";"7,29";"5,13"
"Aurá - Belém (PA)";"30 a 34 anos";"15,49";"7,74";"7,74"
"Aurá - Belém (PA)";"35 a 39 anos";"12,76";"6,04";"6,72"
"Aurá - Belém (PA)";"40 a 44 anos";"11,39";"6,49";"4,90"
"Aurá - Belém (PA)";"45 a 49 anos";"9,57";"5,13";"4,44"
"Aurá - Belém (PA)";"50 a 54 anos";"6,38";"3,08";"3,30"
"Aurá - Belém (PA)";"55 a 59 anos";"3,87";"2,39";"1,48"
"Aurá - Belém (PA)";"60 a 69 anos";"6,15";"3,08";"3,08"
"Aurá - Belém (PA)";"70 anos ou mais";"3,53";"1,82";"1,71"
"Bengui - Belém (PA)";"Total";"100,00";"55,38";"44,62"
"Bengui - Belém (PA)";"10 a 14 anos";"1,38";"0,73";"0,64"
"Bengui - Belém (PA)";"15 a 19 anos";"3,53";"2,17";"1,36"
"Bengui - Belém (PA)";"15 a 17 anos";"1,38";"0,84";"0,54"
"Bengui - Belém (PA)";"18 ou 19 anos";"2,15";"1,32";"0,82"
"Bengui - Belém (PA)";"20 a 24 anos";"10,18";"6,02";"4,17"
"Bengui - Belém (PA)";"25 a 29 anos";"14,59";"8,41";"6,18"
"Bengui - Belém (PA)";"30 a 34 anos";"14,94";"8,36";"6,58"
"Bengui - Belém (PA)";"35 a 39 anos";"12,41";"7,04";"5,37"
"Bengui - Belém (PA)";"40 a 44 anos";"9,06";"5,01";"4,05"
"Bengui - Belém (PA)";"45 a 49 anos";"7,51";"4,29";"3,23"
"Bengui - Belém (PA)";"50 a 54 anos";"7,00";"3,74";"3,26"
"Bengui - Belém (PA)";"55 a 59 anos";"6,01";"3,28";"2,73"
"Bengui - Belém (PA)";"60 a 69 anos";"8,16";"4,23";"3,93"
"Bengui - Belém (PA)";"70 anos ou mais";"5,23";"2,12";"3,12"
"Cabanagem - Belém (PA)";"Total";"100,00";"56,71";"43,29"
"Cabanagem - Belém (PA)";"10 a 14 anos";"0,74";"0,42";"0,32"
"Cabanagem - Belém (PA)";"15 a 19 anos";"4,41";"2,65";"1,76"
"Cabanagem - Belém (PA)";"15 a 17 anos";"1,65";"1,00";"0,65"
"Cabanagem - Belém (PA)";"18 ou 19 anos";"2,76";"1,65";"1,12"
"Cabanagem - Belém (PA)";"20 a 24 anos";"12,48";"8,05";"4,43"
"Cabanagem - Belém (PA)";"25 a 29 anos";"14,48";"8,78";"5,70"
"Cabanagem - Belém (PA)";"30 a 34 anos";"13,21";"7,48";"5,72"
"Cabanagem - Belém (PA)";"35 a 39 anos";"12,08";"6,34";"5,74"
"Cabanagem - Belém (PA)";"40 a 44 anos";"11,49";"6,19";"5,30"
"Cabanagem - Belém (PA)";"45 a 49 anos";"9,51";"5,50";"4,01"
"Cabanagem - Belém (PA)";"50 a 54 anos";"7,34";"4,06";"3,28"
"Cabanagem - Belém (PA)";"55 a 59 anos";"4,85";"2,84";"2,02"
"Cabanagem - Belém (PA)";"60 a 69 anos";"5,63";"2,83";"2,80"
"Cabanagem - Belém (PA)";"70 anos ou mais";"3,78";"1,58";"2,20"
"Coqueiro - Belém (PA)";"Total";"100,00";"52,35";"47,65"
"Coqueiro - Belém (PA)";"10 a 14 anos";"0,77";"0,37";"0,39"
"Coqueiro - Belém (PA)";"15 a 19 anos";"2,61";"1,45";"1,16"
"Coqueiro - Belém (PA)";"15 a 17 anos";"0,96";"0,52";"0,44"
"Coqueiro - Belém (PA)";"18 ou 19 anos";"1,65";"0,94";"0,72"
"Coqueiro - Belém (PA)";"20 a 24 anos";"9,48";"5,21";"4,27"
"Coqueiro - Belém (PA)";"25 a 29 anos";"13,30";"7,22";"6,08"
"Coqueiro - Belém (PA)";"30 a 34 anos";"13,81";"7,46";"6,35"
"Coqueiro - Belém (PA)";"35 a 39 anos";"12,75";"6,83";"5,92"
"Coqueiro - Belém (PA)";"40 a 44 anos";"11,03";"5,76";"5,26"
"Coqueiro - Belém (PA)";"45 a 49 anos";"9,49";"5,10";"4,39"
"Coqueiro - Belém (PA)";"50 a 54 anos";"7,70";"3,88";"3,82"
"Coqueiro - Belém (PA)";"55 a 59 anos";"5,94";"3,11";"2,82"
"Coqueiro - Belém (PA)";"60 a 69 anos";"7,87";"3,87";"4,00"
"Coqueiro - Belém (PA)";"70 anos ou mais";"5,26";"2,08";"3,18"
"Parque Verde - Belém (PA)";"Total";"100,00";"53,67";"46,33"
"Parque Verde - Belém (PA)";"10 a 14 anos";"1,00";"0,46";"0,54"
"Parque Verde - Belém (PA)";"15 a 19 anos";"3,10";"1,71";"1,39"
"Parque Verde - Belém (PA)";"15 a 17 anos";"1,24";"0,61";"0,63"
"Parque Verde - Belém (PA)";"18 ou 19 anos";"1,86";"1,10";"0,76"
"Parque Verde - Belém (PA)";"20 a 24 anos";"10,13";"5,90";"4,23"
"Parque Verde - Belém (PA)";"25 a 29 anos";"13,90";"7,68";"6,23"
"Parque Verde - Belém (PA)";"30 a 34 anos";"14,04";"7,66";"6,38"
"Parque Verde - Belém (PA)";"35 a 39 anos";"13,53";"7,26";"6,27"
"Parque Verde - Belém (PA)";"40 a 44 anos";"11,76";"6,52";"5,24"
"Parque Verde - Belém (PA)";"45 a 49 anos";"9,69";"5,21";"4,49"
"Parque Verde - Belém (PA)";"50 a 54 anos";"7,50";"4,00";"3,50"
"Parque Verde - Belém (PA)";"55 a 59 anos";"5,08";"2,73";"2,35"
"Parque Verde - Belém (PA)";"60 a 69 anos";"6,37";"3,06";"3,31"
"Parque Verde - Belém (PA)";"70 anos ou mais";"3,89";"1,48";"2,40"
"Pratinha - Belém (PA)";"Total";"100,00";"57,31";"42,69"
"Pratinha - Belém (PA)";"10 a 14 anos";"1,63";"0,88";"0,75"
"Pratinha - Belém (PA)";"15 a 19 anos";"4,14";"2,58";"1,56"
"Pratinha - Belém (PA)";"15 a 17 anos";"1,72";"1,03";"0,69"
"Pratinha - Belém (PA)";"18 ou 19 anos";"2,42";"1,55";"0,87"
"Pratinha - Belém (PA)";"20 a 24 anos";"11,20";"6,86";"4,33"
"Pratinha - Belém (PA)";"25 a 29 anos";"13,61";"7,81";"5,80"
"Pratinha - Belém (PA)";"30 a 34 anos";"14,38";"8,31";"6,07"
"Pratinha - Belém (PA)";"35 a 39 anos";"13,96";"7,83";"6,13"
"Pratinha - Belém (PA)";"40 a 44 anos";"11,78";"6,78";"5,00"
